sentence,difficulty,encoded_diff,sentence_sp,tokens,tokens_no_stop,token_count_no_stop,token_count,nb_verbs,nb_nouns,nb_adj,nb_adv,words,tfidf_score_unigram,tfidf_score_bigram
Bonjour et bonne année.,A1,0,Bonjour et bonne année.,"['Bonjour', 'et', 'bonne', 'année', '.']","['Bonjour', 'bonne', 'année', '.']",4,5,0,2,1,0,"['bonjour', 'et', 'bonne', 'année.']",21.303265223958483,15.368288777213237
La presse s'est abondamment fait l'écho des effets secondaires ressentis par les soignants de moins de 65 ans.,B2,3,La presse s'est abondamment fait l'écho des effets secondaires ressentis par les soignants de moins de 65 ans.,"['La', 'presse', ""s'"", 'est', 'abondamment', 'fait', ""l'"", 'écho', 'des', 'effets', 'secondaires', 'ressentis', 'par', 'les', 'soignants', 'de', 'moins', 'de', '65', 'ans', '.']","['presse', 'abondamment', 'écho', 'effets', 'secondaires', 'ressentis', 'soignants', '65', 'ans', '.']",10,21,1,6,1,2,"['la', 'presse', ""s'est"", 'abondamment', 'fait', ""l'écho"", 'des', 'effets', 'secondaires', 'ressentis', 'par', 'les', 'soignants', 'de', 'moins', 'de', '65', 'ans.']",6.540703200757456,4.456619877760887
"Pour que le rocher s'ouvre, il faut le toucher avec un brin d'herbe.",B1,2,"Pour que le rocher s'ouvre, il faut le toucher avec un brin d'herbe.","['Pour', 'que', 'le', 'rocher', ""s'"", 'ouvre', ',', 'il', 'faut', 'le', 'toucher', 'avec', 'un', 'brin', ""d'"", 'herbe', '.']","['rocher', 'ouvre', ',', 'faut', 'toucher', 'brin', 'herbe', '.']",8,17,3,2,0,0,"['pour', 'que', 'le', 'rocher', ""s'ouvre,"", 'il', 'faut', 'le', 'toucher', 'avec', 'un', 'brin', ""d'herbe.""]",19.157443264888705,12.860138820297061
J'habite une belle ville dans le nord de la France.,A1,0,J'habite une belle ville dans le nord de la France.,"[""J'"", 'habite', 'une', 'belle', 'ville', 'dans', 'le', 'nord', 'de', 'la', 'France', '.']","['habite', 'belle', 'ville', 'nord', 'France', '.']",6,12,1,2,1,0,"[""j'habite"", 'une', 'belle', 'ville', 'dans', 'le', 'nord', 'de', 'la', 'france.']",25.757539907957444,17.510675803204357
"Certes il doit répondre aux goûts du consommateur, mais aussi aux capacités de son porte-monnaie.",B2,3,"Certes il doit répondre aux goûts du consommateur, mais aussi aux capacités de son porte-monnaie.","['Certes', 'il', 'doit', 'répondre', 'aux', 'goûts', 'du', 'consommateur', ',', 'mais', 'aussi', 'aux', 'capacités', 'de', 'son', 'porte-monnaie', '.']","['répondre', 'goûts', 'consommateur', ',', 'capacités', 'porte-monnaie', '.']",7,17,2,4,0,2,"['certes', 'il', 'doit', 'répondre', 'aux', 'goûts', 'du', 'consommateur,', 'mais', 'aussi', 'aux', 'capacités', 'de', 'son', 'porte-monnaie.']",5.737176792490489,3.9473683931393015
"Ma timidité me quittait dès que je m'éloignais d'Ellénore ; je reprenais alors mes plans habiles et mes profondes combinaisons : mais à peine me retrouvais-je auprès d'elle, que je me sentais de nouveau tremblant et troublé.",C2,5,"Ma timidité me quittait dès que je m'éloignais d'Ellénore ; je reprenais alors mes plans habiles et mes profondes combinaisons : mais à peine me retrouvais-je auprès d'elle, que je me sentais de nouveau tremblant et troublé.","['Ma', 'timidité', 'me', 'quittait', 'dès', 'que', 'je', ""m'"", 'éloignais', ""d'"", 'Ellénore', ';', 'je', 'reprenais', 'alors', 'mes', 'plans', 'habiles', 'et', 'mes', 'profondes', 'combinaisons', ':', 'mais', 'à', 'peine', 'me', 'retrouvais', '-je', 'auprès', ""d'"", 'elle', ',', 'que', 'je', 'me', 'sentais', 'de', 'nouveau', 'tremblant', 'et', 'troublé', '.']","['timidité', 'quittait', 'éloignais', 'Ellénore', ';', 'reprenais', 'plans', 'habiles', 'profondes', 'combinaisons', ':', 'peine', 'retrouvais', '-je', 'auprès', ',', 'sentais', 'tremblant', 'troublé', '.']",20,43,6,5,3,2,"['ma', 'timidité', 'me', 'quittait', 'dès', 'que', 'je', ""m'éloignais"", ""d'ellénore"", ';', 'je', 'reprenais', 'alors', 'mes', 'plans', 'habiles', 'et', 'mes', 'profondes', 'combinaisons', ':', 'mais', 'à', 'peine', 'me', 'retrouvais-je', 'auprès', ""d'elle,"", 'que', 'je', 'me', 'sentais', 'de', 'nouveau', 'tremblant', 'et', 'troublé.']",15.202451991354916,10.283758131893213
Je pense que fréquenter les galeries est la meilleure manière d'éduquer son oeil à l'art contemporain.,B2,3,Je pense que fréquenter les galeries est la meilleure manière d'éduquer son oeil à l'art contemporain.,"['Je', 'pense', 'que', 'fréquenter', 'les', 'galeries', 'est', 'la', 'meilleure', 'manière', ""d'"", 'éduquer', 'son', 'oeil', 'à', ""l'"", 'art', 'contemporain', '.']","['fréquenter', 'galeries', 'meilleure', 'manière', 'éduquer', 'oeil', 'art', 'contemporain', '.']",9,19,3,4,2,0,"['je', 'pense', 'que', 'fréquenter', 'les', 'galeries', 'est', 'la', 'meilleure', 'manière', ""d'éduquer"", 'son', 'oeil', 'à', ""l'art"", 'contemporain.']",10.87244212716206,7.354458468672793
"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.",A1,0,"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.","['Le', 'soir', ',', 'je', 'me', 'cuche', 'tôt', 'parce', 'que', 'je', 'dois', 'être', 'toujours', 'en', 'bonne', 'forme', '.']","['soir', ',', 'cuche', 'tôt', 'dois', 'bonne', 'forme', '.']",8,17,2,2,1,2,"['le', 'soir,', 'je', 'me', 'cuche', 'tôt', 'parce', 'que', 'je', 'dois', 'être', 'toujours', 'en', 'bonne', 'forme.']",21.630215155097826,14.571804683507125
"La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable, ""ça a libéré ma ligne"", déclare-t-elle.",B2,3,"La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable, ""ça a libéré ma ligne"", déclare-t-elle.","['La', 'mère', 'de', 'Raphaël', 'et', 'de', 'Vanessa', 'exprime', 'sa', 'satisfaction', ':', 'depuis', 'que', 'ses', 'enfants', 'possèdent', 'un', 'portable', ',', '""', 'ça', 'a', 'libéré', 'ma', 'ligne', '""', ',', 'déclare', '-t', '-elle', '.']","['mère', 'Raphaël', 'Vanessa', 'exprime', 'satisfaction', ':', 'enfants', 'possèdent', 'portable', ',', '""', 'libéré', 'ligne', '""', ',', 'déclare', '-t', '-elle', '.']",19,31,4,5,0,0,"['la', 'mère', 'de', 'raphaël', 'et', 'de', 'vanessa', 'exprime', 'sa', 'satisfaction', ':', 'depuis', 'que', 'ses', 'enfants', 'possèdent', 'un', 'portable,', '""ça', 'a', 'libéré', 'ma', 'ligne"",', 'déclare-t-elle.']",40.95240722518926,27.932599199126496
Je ne fais pas grand-chose à la maison.,A2,1,Je ne fais pas grand-chose à la maison.,"['Je', 'ne', 'fais', 'pas', 'grand-chose', 'à', 'la', 'maison', '.']","['grand-chose', 'maison', '.']",3,9,1,2,0,2,"['je', 'ne', 'fais', 'pas', 'grand-chose', 'à', 'la', 'maison.']",0.0,0.0
Elle ajoute qu'une interdiction totale est impossible à gérer.,B2,3,Elle ajoute qu'une interdiction totale est impossible à gérer.,"['Elle', 'ajoute', ""qu'"", 'une', 'interdiction', 'totale', 'est', 'impossible', 'à', 'gérer', '.']","['ajoute', 'interdiction', 'totale', 'impossible', 'gérer', '.']",6,11,2,1,2,0,"['elle', 'ajoute', ""qu'une"", 'interdiction', 'totale', 'est', 'impossible', 'à', 'gérer.']",7.937814033903633,5.430214061482042
"Sans plus d'hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.",C2,5,"Sans plus d'hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.","['Sans', 'plus', ""d'"", 'hésitation', ',', 'il', 'tourna', 'vers', 'la', 'gauche', ';', 'son', 'pas', 'sonnait', 'sur', 'la', 'terre', 'durcie', ',', 'et', 'ce', 'bruit', 'cadencé', ',', 'monotone', ',', 'assoupissait', 'en', 'le', 'berçant', ',', 'le', 'tumulte', 'de', 'son', 'esprit', '.']","['hésitation', ',', 'tourna', 'gauche', ';', 'sonnait', 'terre', 'durcie', ',', 'bruit', 'cadencé', ',', 'monotone', ',', 'assoupissait', 'berçant', ',', 'tumulte', 'esprit', '.']",20,37,5,7,1,2,"['sans', 'plus', ""d'hésitation,"", 'il', 'tourna', 'vers', 'la', 'gauche', ';', 'son', 'pas', 'sonnait', 'sur', 'la', 'terre', 'durcie,', 'et', 'ce', 'bruit', 'cadencé,', 'monotone,', 'assoupissait', 'en', 'le', 'berçant,', 'le', 'tumulte', 'de', 'son', 'esprit.']",20.14128548648321,13.703472238458124
"Comme le signale l'expression ""lingua franca"", le français a été pendant très longtemps la langue internationale, eu égard à notre rayonnement politique aussi bien que culturel",C2,5,"Comme le signale l'expression ""lingua franca"", le français a été pendant très longtemps la langue internationale, eu égard à notre rayonnement politique aussi bien que culturel","['Comme', 'le', 'signale', ""l'"", 'expression', '""', 'lingua', 'franca', '""', ',', 'le', 'français', 'a', 'été', 'pendant', 'très', 'longtemps', 'la', 'langue', 'internationale', ',', 'eu', 'égard', 'à', 'notre', 'rayonnement', 'politique', 'aussi', 'bien', 'que', 'culturel']","['signale', 'expression', '""', 'lingua', 'franca', '""', ',', 'français', 'été', 'langue', 'internationale', ',', 'égard', 'rayonnement', 'politique', 'bien', 'culturel']",17,31,2,6,4,4,"['comme', 'le', 'signale', ""l'expression"", '""lingua', 'franca"",', 'le', 'français', 'a', 'été', 'pendant', 'très', 'longtemps', 'la', 'langue', 'internationale,', 'eu', 'égard', 'à', 'notre', 'rayonnement', 'politique', 'aussi', 'bien', 'que', 'culturel']",113.11676848432708,77.28667770619462
Je ne t'ai pas téléphoné parce que j'ai eu trop de travail.,B1,2,Je ne t'ai pas téléphoné parce que j'ai eu trop de travail.,"['Je', 'ne', ""t'"", 'ai', 'pas', 'téléphoné', 'parce', 'que', ""j'"", 'ai', 'eu', 'trop', 'de', 'travail', '.']","['téléphoné', 'trop', 'travail', '.']",4,15,2,1,0,3,"['je', 'ne', ""t'ai"", 'pas', 'téléphoné', 'parce', 'que', ""j'ai"", 'eu', 'trop', 'de', 'travail.']",17.62409585283349,11.904626639621222
C'est peut-être ça que vous cherchez ?,A2,1,C'est peut-être ça que vous cherchez ?,"[""C'"", 'est', 'peut-être', 'ça', 'que', 'vous', 'cherchez', '?']","['peut-être', 'cherchez', '?']",3,8,1,0,0,1,"[""c'est"", 'peut-être', 'ça', 'que', 'vous', 'cherchez', '?']",1.5347899698155483,1.3559408309451801
"Qu'est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23, 4 % de leurs détenteurs arrivent au bout ?",C2,5,"Qu'est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23, 4 % de leurs détenteurs arrivent au bout ?","[""Qu'"", 'est', '-ce', 'qui', 'peut', 'bien', 'poser', 'problème', 'dans', 'ces', 'petits', 'livrets', 'pourtant', 'plutôt', 'attractifs', 'pour', 'que', 'seuls', '23', ',', '4', '%', 'de', 'leurs', 'détenteurs', 'arrivent', 'au', 'bout', '?']","['-ce', 'bien', 'poser', 'problème', 'petits', 'livrets', 'pourtant', 'attractifs', '23', ',', '4', '%', 'détenteurs', 'arrivent', 'bout', '?']",16,29,3,5,3,3,"[""qu'est-ce"", 'qui', 'peut', 'bien', 'poser', 'problème', 'dans', 'ces', 'petits', 'livrets', 'pourtant', 'plutôt', 'attractifs', 'pour', 'que', 'seuls', '23,', '4', '%', 'de', 'leurs', 'détenteurs', 'arrivent', 'au', 'bout', '?']",83.64323335982803,58.34843007131786
Je consulte d'habitude ma messagerie. Et puis je prends un café.,A1,0,Je consulte d'habitude ma messagerie. Et puis je prends un café.,"['Je', 'consulte', ""d'"", 'habitude', 'ma', 'messagerie', '.', 'Et', 'puis', 'je', 'prends', 'un', 'café', '.']","['consulte', 'habitude', 'messagerie', '.', 'prends', 'café', '.']",7,14,2,3,0,0,"['je', 'consulte', ""d'habitude"", 'ma', 'messagerie.', 'et', 'puis', 'je', 'prends', 'un', 'café.']",6.331882486430511,4.411194561408504
Nous sommes en train de dîner.,A2,1,Nous sommes en train de dîner.,"['Nous', 'sommes', 'en', 'train', 'de', 'dîner', '.']","['sommes', 'train', 'dîner', '.']",4,7,0,2,0,0,"['nous', 'sommes', 'en', 'train', 'de', 'dîner.']",16.491846665465594,11.1483275950429
"En fait, je trouve que l'éducation est une bonne chose.",B1,2,"En fait, je trouve que l'éducation est une bonne chose.","['En', 'fait', ',', 'je', 'trouve', 'que', ""l'"", 'éducation', 'est', 'une', 'bonne', 'chose', '.']","[',', 'trouve', 'éducation', 'bonne', 'chose', '.']",6,13,1,3,1,0,"['en', 'fait,', 'je', 'trouve', 'que', ""l'éducation"", 'est', 'une', 'bonne', 'chose.']",22.20365328814289,14.97747034477327
As-tu besoin de quelque chose?,A1,0,As-tu besoin de quelque chose?,"['As', '-', 'tu', 'besoin', 'de', 'quelque', 'chose', '?']","['-', 'besoin', 'chose', '?']",4,8,0,4,0,0,"['as-tu', 'besoin', 'de', 'quelque', 'chose?']",7.711098950783362,5.194180294538496
"Perpétuel clandestin, c'est muni d'un faux titre de séjour, photocopie de la carte de résident d'un copain-complice, qu'il avait ensuite sillonné l'Hexagone, au bon vouloir d'employeurs peu scrupuleux.",C1,4,"Perpétuel clandestin, c'est muni d'un faux titre de séjour, photocopie de la carte de résident d'un copain-complice, qu'il avait ensuite sillonné l'Hexagone, au bon vouloir d'employeurs peu scrupuleux.","['Perpétuel', 'clandestin', ',', ""c'"", 'est', 'muni', ""d'"", 'un', 'faux', 'titre', 'de', 'séjour', ',', 'photocopie', 'de', 'la', 'carte', 'de', 'résident', ""d'"", 'un', 'copain', '-', 'complice', ',', ""qu'"", 'il', 'avait', 'ensuite', 'sillonné', ""l'"", 'Hexagone', ',', 'au', 'bon', 'vouloir', ""d'"", 'employeurs', 'peu', 'scrupuleux', '.']","['Perpétuel', 'clandestin', ',', 'muni', 'faux', 'titre', 'séjour', ',', 'photocopie', 'carte', 'résident', 'copain', '-', 'complice', ',', 'ensuite', 'sillonné', 'Hexagone', ',', 'bon', 'vouloir', 'employeurs', 'scrupuleux', '.']",24,41,3,10,4,2,"['perpétuel', 'clandestin,', ""c'est"", 'muni', ""d'un"", 'faux', 'titre', 'de', 'séjour,', 'photocopie', 'de', 'la', 'carte', 'de', 'résident', ""d'un"", 'copain-complice,', ""qu'il"", 'avait', 'ensuite', 'sillonné', ""l'hexagone,"", 'au', 'bon', 'vouloir', ""d'employeurs"", 'peu', 'scrupuleux.']",27.38500913686537,18.815470634037887
"Le mariage mixte apparaît comme le lieu privilégié ou les cultures s'affrontent, dialoguent et se fondent.",B2,3,"Le mariage mixte apparaît comme le lieu privilégié ou les cultures s'affrontent, dialoguent et se fondent.","['Le', 'mariage', 'mixte', 'apparaît', 'comme', 'le', 'lieu', 'privilégié', 'ou', 'les', 'cultures', ""s'"", 'affrontent', ',', 'dialoguent', 'et', 'se', 'fondent', '.']","['mariage', 'mixte', 'apparaît', 'lieu', 'privilégié', 'cultures', 'affrontent', ',', 'dialoguent', 'fondent', '.']",11,19,4,3,2,0,"['le', 'mariage', 'mixte', 'apparaît', 'comme', 'le', 'lieu', 'privilégié', 'ou', 'les', 'cultures', ""s'affrontent,"", 'dialoguent', 'et', 'se', 'fondent.']",17.595328904030417,11.895933633475934
"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche",B2,3,"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche","['Assis', 'en', 'terrasse', 'dans', 'le', 'quartier', 'touristique', 'du', 'Vieux', 'Lyon', ',', 'James', 'sirote', 'une', 'limonade', 'bien', 'fraîche']","['Assis', 'terrasse', 'quartier', 'touristique', 'Vieux', 'Lyon', ',', 'James', 'sirote', 'limonade', 'bien', 'fraîche']",12,17,2,3,2,1,"['assis', 'en', 'terrasse', 'dans', 'le', 'quartier', 'touristique', 'du', 'vieux', 'lyon,', 'james', 'sirote', 'une', 'limonade', 'bien', 'fraîche']",66.54433302333437,46.63765469197189
"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n'est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n'est pas vécue comme une limite.",C2,5,"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n'est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n'est pas vécue comme une limite.","['La', 'chronologie', 'antique', 'ne', 'prend', 'sens', 'que', 'sur', 'un', 'large', 'pourtour', 'de', 'la', 'Méditerranée', ',', 'de', 'même', 'que', 'ce', 'découpage', 'spatial', ""n'"", 'est', 'pertinent', 'comme', 'entité', 'géographique', 'que', 'durant', 'cette', 'période', 'pendant', 'laquelle', 'la', 'mer', 'intérieure', ""n'"", 'est', 'pas', 'vécue', 'comme', 'une', 'limite', '.']","['chronologie', 'antique', 'prend', 'sens', 'large', 'pourtour', 'Méditerranée', ',', 'découpage', 'spatial', 'pertinent', 'entité', 'géographique', 'période', 'mer', 'intérieure', 'vécue', 'limite', '.']",19,44,2,8,6,5,"['la', 'chronologie', 'antique', 'ne', 'prend', 'sens', 'que', 'sur', 'un', 'large', 'pourtour', 'de', 'la', 'méditerranée,', 'de', 'même', 'que', 'ce', 'découpage', 'spatial', ""n'est"", 'pertinent', 'comme', 'entité', 'géographique', 'que', 'durant', 'cette', 'période', 'pendant', 'laquelle', 'la', 'mer', 'intérieure', ""n'est"", 'pas', 'vécue', 'comme', 'une', 'limite.']",30.4259896505807,20.47566208547537
"En voici un des moins obscurs : ""Plus nous devenons maîtres de la biosphère, plus nous en devenons dépendants ; plus nous la dégradons, plus nous dégradons nos vies5.",C2,5,"En voici un des moins obscurs : ""Plus nous devenons maîtres de la biosphère, plus nous en devenons dépendants ; plus nous la dégradons, plus nous dégradons nos vies5.","['En', 'voici', 'un', 'des', 'moins', 'obscurs', ':', '""', 'Plus', 'nous', 'devenons', 'maîtres', 'de', 'la', 'biosphère', ',', 'plus', 'nous', 'en', 'devenons', 'dépendants', ';', 'plus', 'nous', 'la', 'dégradons', ',', 'plus', 'nous', 'dégradons', 'nos', 'vies5', '.']","['obscurs', ':', '""', 'devenons', 'maîtres', 'biosphère', ',', 'devenons', 'dépendants', ';', 'dégradons', ',', 'dégradons', 'vies5', '.']",15,33,4,4,2,5,"['en', 'voici', 'un', 'des', 'moins', 'obscurs', ':', '""plus', 'nous', 'devenons', 'maîtres', 'de', 'la', 'biosphère,', 'plus', 'nous', 'en', 'devenons', 'dépendants', ';', 'plus', 'nous', 'la', 'dégradons,', 'plus', 'nous', 'dégradons', 'nos', 'vies5.']",4.480407482622603,3.287201925192791
